X,Y
3.3815982132863445,9.570988001338408
5.6446095235618685,16.326286476553328
8.844656823126842,24.645153317055275
6.87781894932855,19.291071825237594
4.272634098006817,11.782574363989404
4.18729587981904,12.780664370473405
7.0062186279255965,19.960838260629412
9.94799320793861,27.2196329521613
7.599237315098489,20.901328029258487
8.375893279558769,23.682371045357232
9.969577541135909,27.565446570097173
5.70376491802601,16.694109373773774
5.979649899100503,17.164635309228185
5.843902800536859,16.302694756754114
4.949949981574156,14.957386178205155
9.045774171588576,24.865494481796475
8.822190417275651,23.74815354704843
7.923454292718075,22.759031633307043
5.778930187238361,17.370467750804423
6.259397898379295,17.31069942005739
5.689034149258313,16.06402025356026
6.315795287011333,16.82380339774405
5.2504089230790685,15.300899051900744
8.12443878454143,22.512472986335133
4.604990184331186,13.900301626522522
0.21256746322438125,3.274693219892011
0.7924414719063355,3.5784127634413174
9.074797914680257,25.622433897882424
3.511656339468959,10.345764654730626
6.740926968888036,19.13140179263362
